node
#name   v   h   type    cost
	0	0.0	0.0	44
	1	0.0	0.0	0
	2	0.0	0.0	0
	3	0.0	0.0	0
	4	0.0	0.0	41
	5	0.0	0.0	73
	6	0.0	0.0	0
	7	0.0	0.0	75
	8	0.0	0.0	0
	9	0.0	0.0	0
	10	0.0	0.0	0
	11	0.0	0.0	0
	12	0.0	0.0	0
	13	0.0	0.0	75
	14	0.0	0.0	0
link
#name   n1  n2  cost    source  type
	1	0	3	10	0	0.0
	2	0	1	8	0	0.0
	3	0	13	6	0	0.0
	4	0	10	7	0	0.0
	5	0	7	8	0	0.0
	6	1	5	10	0	0.0
	7	1	10	5	0	0.0
	8	2	13	10	0	0.0
	9	2	8	9	0	0.0
	10	2	3	2	0	0.0
	11	2	11	2	0	0.0
	12	2	12	3	0	0.0
	13	3	8	3	0	0.0
	14	3	5	2	0	0.0
	15	4	10	7	0	0.0
	16	4	8	7	0	0.0
	17	4	13	1	0	0.0
	18	5	8	7	0	0.0
	19	5	9	3	0	0.0
	20	6	14	7	0	0.0
	21	6	11	5	0	0.0
	22	6	13	3	0	0.0
	23	8	14	7	0	0.0
	24	9	10	3	0	0.0
	25	9	14	7	0	0.0
	26	13	14	3	0	0.0
