node
#name   v   h   type    cost
	0	0.0	0.0	60
	1	0.0	0.0	0
	2	0.0	0.0	0
	3	0.0	0.0	0
	4	0.0	0.0	73
	5	0.0	0.0	0
	6	0.0	0.0	0
	7	0.0	0.0	0
	8	0.0	0.0	0
	9	0.0	0.0	97
	10	0.0	0.0	0
	11	0.0	0.0	0
	12	0.0	0.0	24
	13	0.0	0.0	87
	14	0.0	0.0	0
	15	0.0	0.0	0
	16	0.0	0.0	63
	17	0.0	0.0	0
	18	0.0	0.0	0
	19	0.0	0.0	0
link
#name   n1  n2  cost    source  type
	1	0	1	4	0	0.0
	2	0	12	9	0	0.0
	3	0	18	8	0	0.0
	4	0	7	6	0	0.0
	5	1	7	7	0	0.0
	6	1	11	9	0	0.0
	7	1	17	4	0	0.0
	8	1	4	3	0	0.0
	9	2	10	4	0	0.0
	10	2	15	3	0	0.0
	11	3	4	4	0	0.0
	12	3	16	1	0	0.0
	13	4	12	5	0	0.0
	14	4	19	3	0	0.0
	15	4	9	1	0	0.0
	16	5	11	3	0	0.0
	17	5	10	6	0	0.0
	18	5	16	10	0	0.0
	19	5	12	1	0	0.0
	20	5	7	9	0	0.0
	21	6	14	8	0	0.0
	22	7	16	2	0	0.0
	23	8	19	1	0	0.0
	24	9	11	3	0	0.0
	25	9	16	10	0	0.0
	26	9	15	5	0	0.0
	27	10	12	2	0	0.0
	28	11	14	3	0	0.0
	29	12	13	4	0	0.0
	30	13	14	9	0	0.0
	31	15	16	6	0	0.0
