node
#name   v   h   type    cost
	0	0.0	0.0	0
	1	0.0	0.0	0
	2	0.0	0.0	0
	3	0.0	0.0	24
	4	0.0	0.0	0
	5	0.0	0.0	0
	6	0.0	0.0	69
	7	0.0	0.0	43
	8	0.0	0.0	94
	9	0.0	0.0	100
	10	0.0	0.0	0
	11	0.0	0.0	0
	12	0.0	0.0	0
	13	0.0	0.0	0
	14	0.0	0.0	0
	15	0.0	0.0	0
	16	0.0	0.0	24
	17	0.0	0.0	33
	18	0.0	0.0	0
	19	0.0	0.0	0
	20	0.0	0.0	87
	21	0.0	0.0	0
	22	0.0	0.0	0
	23	0.0	0.0	0
	24	0.0	0.0	0
link
#name   n1  n2  cost    source  type
	1	0	5	10	0	0.0
	2	0	9	7	0	0.0
	3	0	21	6	0	0.0
	4	0	11	3	0	0.0
	5	1	2	6	0	0.0
	6	1	17	4	0	0.0
	7	1	10	6	0	0.0
	8	2	15	7	0	0.0
	9	2	8	7	0	0.0
	10	3	6	2	0	0.0
	11	3	19	2	0	0.0
	12	3	17	3	0	0.0
	13	4	17	10	0	0.0
	14	4	23	6	0	0.0
	15	5	24	10	0	0.0
	16	5	21	7	0	0.0
	17	5	19	5	0	0.0
	18	5	16	3	0	0.0
	19	6	18	6	0	0.0
	20	7	20	7	0	0.0
	21	9	24	10	0	0.0
	22	9	16	8	0	0.0
	23	9	23	6	0	0.0
	24	10	22	3	0	0.0
	25	11	21	8	0	0.0
	26	12	19	9	0	0.0
	27	12	21	10	0	0.0
	28	12	23	9	0	0.0
	29	13	21	2	0	0.0
	30	13	18	8	0	0.0
	31	13	24	7	0	0.0
	32	14	16	2	0	0.0
	33	14	15	1	0	0.0
	34	14	19	5	0	0.0
	35	15	16	7	0	0.0
	36	16	22	1	0	0.0
	37	16	20	3	0	0.0
	38	17	23	3	0	0.0
	39	18	19	8	0	0.0
	40	20	22	5	0	0.0
