node
#name   v   h   type    cost
	0	0.0	0.0	0
	1	0.0	0.0	63
	2	0.0	0.0	47
	3	0.0	0.0	0
	4	0.0	0.0	0
	5	0.0	0.0	44
	6	0.0	0.0	71
	7	0.0	0.0	95
	8	0.0	0.0	0
	9	0.0	0.0	0
	10	0.0	0.0	0
	11	0.0	0.0	0
	12	0.0	0.0	0
	13	0.0	0.0	0
	14	0.0	0.0	100
	15	0.0	0.0	0
	16	0.0	0.0	60
	17	0.0	0.0	0
	18	0.0	0.0	55
	19	0.0	0.0	0
link
#name   n1  n2  cost    source  type
	1	0	9	1	0	0.0
	2	0	17	1	0	0.0
	3	0	11	1	0	0.0
	4	1	12	4	0	0.0
	5	1	14	6	0	0.0
	6	1	10	5	0	0.0
	7	1	5	9	0	0.0
	8	2	16	2	0	0.0
	9	2	14	6	0	0.0
	10	2	17	1	0	0.0
	11	2	5	6	0	0.0
	12	2	18	10	0	0.0
	13	3	5	8	0	0.0
	14	3	15	3	0	0.0
	15	3	4	4	0	0.0
	16	3	13	3	0	0.0
	17	4	19	8	0	0.0
	18	4	8	1	0	0.0
	19	4	5	4	0	0.0
	20	4	12	9	0	0.0
	21	4	10	8	0	0.0
	22	4	14	2	0	0.0
	23	5	8	6	0	0.0
	24	5	12	9	0	0.0
	25	6	14	7	0	0.0
	26	6	17	8	0	0.0
	27	6	16	8	0	0.0
	28	7	18	7	0	0.0
	29	7	8	1	0	0.0
	30	8	9	2	0	0.0
	31	8	18	5	0	0.0
	32	9	15	7	0	0.0
	33	10	14	1	0	0.0
	34	10	18	4	0	0.0
	35	11	13	2	0	0.0
	36	11	19	9	0	0.0
	37	13	16	2	0	0.0
	38	13	19	8	0	0.0
	39	13	14	3	0	0.0
	40	16	19	7	0	0.0
