node
#name   v   h   type    cost
	0	0.0	0.0	0
	1	0.0	0.0	96
	2	0.0	0.0	48
	3	0.0	0.0	0
	4	0.0	0.0	0
	5	0.0	0.0	0
	6	0.0	0.0	0
	7	0.0	0.0	31
	8	0.0	0.0	7
	9	0.0	0.0	34
	10	0.0	0.0	0
	11	0.0	0.0	0
	12	0.0	0.0	0
	13	0.0	0.0	0
	14	0.0	0.0	39
link
#name   n1  n2  cost    source  type
	1	0	4	6	39	0.0
	2	0	14	9	39	0.0
	3	0	8	6	39	0.0
	4	1	11	3	39	0.0
	5	1	14	6	39	0.0
	6	1	10	9	39	0.0
	7	1	6	1	39	0.0
	8	1	7	5	39	0.0
	9	2	4	8	39	0.0
	10	2	11	10	39	0.0
	11	2	3	9	39	0.0
	12	3	4	4	39	0.0
	13	3	11	8	39	0.0
	14	3	8	3	39	0.0
	15	4	9	6	39	0.0
	16	4	8	10	39	0.0
	17	4	11	8	39	0.0
	18	5	9	4	39	0.0
	19	5	11	2	39	0.0
	20	6	9	1	39	0.0
	21	6	12	2	39	0.0
	22	6	13	10	39	0.0
	23	7	9	10	39	0.0
	24	8	13	5	39	0.0
	25	8	10	7	39	0.0
	26	9	13	1	39	0.0
	27	10	12	9	39	0.0
	28	10	13	4	39	0.0
	29	11	12	6	39	0.0
	30	12	14	5	39	0.0
