node
#name   v   h   type    cost
	0	0.0	0.0	0
	1	0.0	0.0	0
	2	0.0	0.0	0
	3	0.0	0.0	0
	4	0.0	0.0	81
	5	0.0	0.0	82
	6	0.0	0.0	21
	7	0.0	0.0	0
	8	0.0	0.0	97
	9	0.0	0.0	67
	10	0.0	0.0	67
	11	0.0	0.0	0
	12	0.0	0.0	0
	13	0.0	0.0	0
	14	0.0	0.0	0
	15	0.0	0.0	57
	16	0.0	0.0	0
	17	0.0	0.0	0
	18	0.0	0.0	0
	19	0.0	0.0	92
link
#name   n1  n2  cost    source  type
	1	0	19	9	92	0.0
	2	0	9	1	92	0.0
	3	0	15	8	92	0.0
	4	1	15	2	92	0.0
	5	1	14	8	92	0.0
	6	1	11	5	92	0.0
	7	1	13	9	92	0.0
	8	2	18	4	92	0.0
	9	2	19	10	92	0.0
	10	3	19	1	92	0.0
	11	3	16	10	92	0.0
	12	3	8	1	92	0.0
	13	4	7	6	92	0.0
	14	5	12	7	92	0.0
	15	5	8	3	92	0.0
	16	5	7	9	92	0.0
	17	6	17	3	92	0.0
	18	7	10	5	92	0.0
	19	7	17	10	92	0.0
	20	7	14	9	92	0.0
	21	8	16	2	92	0.0
	22	9	18	8	92	0.0
	23	9	17	1	92	0.0
	24	10	12	8	92	0.0
	25	11	19	9	92	0.0
	26	12	17	10	92	0.0
	27	12	14	9	92	0.0
	28	13	15	6	92	0.0
	29	13	17	6	92	0.0
	30	14	18	4	92	0.0
	31	14	16	7	92	0.0
	32	14	17	3	92	0.0
	33	14	15	2	92	0.0
	34	15	16	3	92	0.0
	35	17	19	4	92	0.0
